# Energy of the simulation (kJ/mol)
# Step Potential Kinetic Total
156 -3369.0005970871243 3484.2082519677483 115.20765488062393
157 -3375.3936092423587 3490.879105699254 115.48549645689532
158 -3381.792081269836 3497.3431373582807 115.55105608844457
159 -3388.1208760265795 3503.607035762678 115.48615973609864
160 -3393.9952695235975 3509.677338448176 115.68206892457869
161 -3399.9268283093297 3515.5602921193895 115.63346381006009
162 -3405.5627817029203 3521.261863278632 115.69908157571184
163 -3411.006695797571 3526.7876860584556 115.78099026088499
164 -3416.264723118285 3532.1437875226397 115.87906440435434
165 -3421.2122331542096 3537.336378639447 116.12414548523721
166 -3426.2467540760704 3542.371035353076 116.1242812770055
167 -3430.9167335848565 3547.2533774972185 116.3366439123623
168 -3435.7997000259566 3551.9897153560983 116.1900153301418
169 -3440.281987326638 3556.586611808605 116.30462448196708
170 -3444.729280981365 3561.0507634018404 116.3214824204754
171 -3449.0513850974094 3565.3894767818756 116.33809168446626
172 -3453.0756078474155 3569.610025752962 116.5344179055467
173 -3457.005680045446 3573.7200624514867 116.71438240604077
174 -3460.752280474696 3577.7279006411904 116.97562016649431
175 -3464.518409231809 3581.6412151159398 117.12280588413056
176 -3468.3123178343994 3585.4681962419018 117.1558784075023
177 -3471.9308388946183 3589.2178470181448 117.28700812352655
178 -3475.3836916176956 3592.8995085704396 117.51581695274304
179 -3479.0060835851878 3596.522561171327 117.51647758613944
180 -3482.399580123846 3600.0960464687155 117.69646634486948
181 -3485.80159889688 3603.629012290578 117.82741339369804
182 -3489.123440768258 3607.130977631316 118.00753686305784
183 -3492.668577723351 3610.6113920346534 117.94281431130237
184 -3495.923642726232 3614.0788714417267 118.15522871549446
185 -3499.435118350997 3617.5419433279617 118.10682497696439
186 -3502.8036868778736 3621.008837155699 118.20515027782567
187 -3506.281583261408 3624.4871552473537 118.20557198594602
188 -3509.550723298403 3627.9848012692514 118.4340779708481
189 -3512.9605640083064 3631.509159233339 118.54859522503227
190 -3516.5501380577093 3635.066284359439 118.51614630172945
191 -3519.9985922380597 3638.661828075946 118.66323583788576
192 -3523.4255618166285 3642.3010679221748 118.87550610554636
193 -3526.868599221025 3645.988896977322 119.12029775629735
194 -3530.364412778309 3649.7295555425308 119.36514276422143
195 -3534.0309013919 3653.526658032117 119.49575664021701
196 -3537.6590839872893 3657.3833338700897 119.72424988280078
197 -3541.479642492809 3661.301879650004 119.82223715719492
198 -3545.2500958027344 3665.2843374834038 120.03424168066961
199 -3549.135187475024 3669.3323754960766 120.19718802105281
200 -3553.184996811957 3673.4472983872524 120.26230157529561
201 -3557.2860910310087 3677.6299843459187 120.34389331490974
202 -3561.47162309448 3681.8807339254026 120.40911083092277
203 -3565.758310545163 3686.199942554267 120.4416320091043
204 -3569.9014267304374 3690.5876315674586 120.68620483702114
205 -3574.243528431434 3695.043893677239 120.80036524580512
206 -3578.7198160659505 3699.5691423492926 120.8493262833423
207 -3583.2163001822987 3704.1633388994514 120.947038717153
208 -3587.7823065635353 3708.8270968593015 121.04479029576609
209 -3592.418457453629 3713.5609759965478 121.14251854291852
210 -3597.140719085263 3718.36475176691 121.22403268164754
211 -3601.868162451126 3723.2388259075556 121.37066345642974
212 -3606.5683399639915 3728.1839014787993 121.61556151480781
213 -3611.405785682925 3733.2008867984405 121.79510111551515
214 -3616.283679128965 3738.290938442158 122.00725931319309
215 -3621.26815813579 3743.454865625167 122.18670748937643
216 -3626.425253265247 3748.6935120609987 122.2682587957516
217 -3631.6426745078193 3754.0089405418903 122.36626603407069
218 -3637.036540228959 3759.4027988889156 122.3662586599566
219 -3642.3141447408802 3764.876365016708 122.56222027582793
220 -3648.016441252671 3770.431795163912 122.41535391124101
221 -3653.4270499868526 3776.07087100635 122.64382101949732
222 -3659.069529355661 3781.795011309945 122.72548195428378
223 -3664.7007574378417 3787.6056964569334 122.9049390190914
224 -3670.3220071342485 3793.504364365929 123.18235723168064
225 -3676.065277339369 3799.4923951691794 123.42711782981061
226 -3682.078323020034 3805.5708633766017 123.49254035656745
227 -3687.986631864269 3811.74031980569 123.75368794142074
228 -3694.0840546765094 3818.0010087048113 123.91695402830187
229 -3700.305604303187 3824.352887021552 124.04728271836501
230 -3706.6339493475693 3830.795414806046 124.16146545847687
231 -3712.905098434529 3837.327483184167 124.42238474963804
232 -3719.3130937427068 3843.9473945674276 124.63430082472084
233 -3725.8069540572096 3850.653087765098 124.84613370788813
234 -3732.253307303489 3857.441816375683 125.18850907219434
235 -3738.8450836784864 3864.310560796048 125.4654771175615
236 -3745.496205178364 3871.2551318892174 125.75892671085356
237 -3752.4298164153274 3878.2699276770677 125.84011126174023
238 -3759.346507305186 3885.349404994125 126.00289768893919
239 -3766.2238080097873 3892.487372751296 126.26356474150829
240 -3773.446300703975 3899.6767727408455 126.23047203687045
241 -3780.3376510066187 3906.9101707414293 126.57251973481064
242 -3787.3630416530586 3914.179630172136 126.81658851907768
243 -3794.5788195333876 3921.4762182438812 126.89739871049399
244 -3801.7794179405564 3928.790283625549 127.01086568499346
245 -3808.9062974795793 3936.1121498001894 127.20585232061005
246 -3816.1611734253765 3943.431687647759 127.27051422238274
247 -3823.435864165927 3950.7381011962557 127.3022370303288
248 -3830.5065726916077 3958.020077364935 127.5135046733268
249 -3837.5903368532827 3965.266076992154 127.6757401388715
250 -3844.7242357715563 3972.464507739749 127.7402719681926
251 -3851.6684065178774 3979.6037240746346 127.93531755675723
252 -3858.6231349577133 3986.6719670496227 128.0488320919093
253 -3865.4786003521876 3993.657018289291 128.17841793710346
254 -3872.25445914881 4000.5463323935846 128.29187324477434
255 -3878.9226166289486 4007.3279589790286 128.40534235007988
256 -3885.4059799610145 4013.989939035849 128.58395907483444
257 -3891.643145473429 4020.5200811682107 128.87693569478188
258 -3897.704422449256 4026.906953348982 129.20253089972562
259 -3903.610856520776 4033.1390438243425 129.52818730356637
260 -3909.5959967896974 4039.204980031695 129.60898324199724
261 -3915.534754749665 4045.0940601079137 129.5593053582487
262 -3921.0251637941888 4050.795857953078 129.77069415888946
263 -3926.400137924796 4056.3005469260906 129.9004090012942
264 -3931.601318732197 4061.59902949826 129.99771076606308
265 -3936.440531839106 4066.6823286206495 130.24179678154437
266 -3941.1702860019695 4071.5421966173985 130.37191061542867
267 -3945.4573389189623 4076.1713042526785 130.71396533371595
268 -3949.6700099951127 4080.5629381104013 130.89292811528847
269 -3953.704550429089 4084.711151645303 131.0066012162137
270 -3957.4741049064046 4088.610923228197 131.1368183217925
271 -3960.9915067963757 4092.258403496816 131.26689670044087
272 -3964.3188966750768 4095.6506214195174 131.33172474444066
273 -3967.241876276049 4098.785487156722 131.54361088067319
274 -3969.889961373754 4101.661919803971 131.77195843021664
275 -3972.39402909323 4104.280122320478 131.88609322724793
276 -3974.6902039722027 4106.641534788716 131.9513308165129
277 -3976.617429479206 4108.748388187474 132.130958708268
278 -3978.3589130744645 4110.604226657626 132.24531358316173
279 -3979.821014673257 4112.213465267648 132.39245059439077
280 -3980.895355282192 4113.581649281085 132.68629399889284
281 -3981.816500366011 4114.715226269113 132.89872590310247
282 -3982.5590405400844 4115.621473878805 133.0624333387203
283 -3983.1153842774356 4116.309083164211 133.19369888677508
284 -3983.5436192954426 4116.786746469201 133.2431271737583
285 -3983.7549629534124 4117.064041365852 133.30907841243953
286 -3983.385296094946 4117.151897682439 133.76660158749314
287 -3983.0656517508137 4117.061221456721 133.99556970590746
288 -3982.448297720068 4116.803523992908 134.35522627284047
289 -3981.8879886878594 4116.390652966533 134.50266427867354
290 -3981.1843712414966 4115.834498056014 134.6501268145174
291 -3980.430998801073 4115.147022858469 134.7160240573964
292 -3979.5745822849617 4114.340369599616 134.76578731465423
293 -3978.4648317261026 4113.42708963467 134.96225790856712
294 -3977.342238434441 4112.419325141287 135.07708670684607
295 -3976.1042274140486 4111.3287312027705 135.22450378872213
296 -3974.778010555487 4110.166192498794 135.38818194330628
297 -3973.309028368786 4108.9426519170775 135.63362354829113
298 -3971.887594438124 4107.66853396089 135.78093952276595
299 -3970.359656132232 4106.353267360415 135.99361122818374
300 -3968.783940342972 4105.006495321084 136.22255497811196
301 -3966.9574678717713 4103.637157603436 136.67968973166475
302 -3965.45884460177 4102.253029493781 136.79418489201052
303 -3963.9036167431364 4100.861199616186 136.95758287304994
304 -3962.331743520414 4099.468956577373 137.13721305695927
305 -3960.570169197977 4098.083029862127 137.51286066414914
306 -3959.1138797003714 4096.70862187453 137.5947421741585
307 -3957.5752934722364 4095.349691895349 137.77439842311296
308 -3956.023342424003 4094.0099200993345 137.9865776753312
309 -3954.559467750377 4092.6931064084592 138.13363865808233
310 -3953.1543065666206 4091.402185117627 138.24787855100664
311 -3951.6959423859457 4090.1396110150663 138.44366862912022
312 -3950.235062858153 4088.9072759279416 138.6722130697886
313 -3948.7896482390624 4087.7067908158024 138.91714257673985
314 -3947.4104589755175 4086.539594160753 139.12913518523553
315 -3946.1469268043966 4085.4065100845683 139.2595832801718
316 -3944.8360354048086 4084.3077712709987 139.4717358661897
317 -3943.494339562289 4083.243470688488 139.74913112619913
318 -3942.236571631493 4082.214064397911 139.97749276641787
319 -3941.1772897964615 4081.2197365640463 140.04244676758503
320 -3940.0220434148287 4080.260162584274 140.2381191694455
321 -3938.86817224321 4079.3346246964575 140.46645245324706
322 -3937.9108086303095 4078.442466559476 140.53165792916673
323 -3936.7252092622293 4077.5831952068743 140.85798594464498
324 -3935.7352374226884 4076.7561602427563 141.0209228200677
325 -3934.7601098348273 4075.9604617382956 141.20035190346815
326 -3933.7827960333943 4075.1950376928166 141.41224165942245
327 -3932.8508176782743 4074.4586605485547 141.60784287028042
328 -3931.995303344746 4073.7499751756272 141.75467183088134
329 -3931.215227641478 4073.0675842769188 141.85235663544094
330 -3930.329693549588 4072.4104510779794 142.08075752839127
331 -3929.6807240082385 4071.7776071609837 142.09688315274525
332 -3929.054234127288 4071.167182895983 142.1129487686949
333 -3928.5459718016414 4070.577154901371 142.03118309973
334 -3927.9746531794995 4070.005556546991 142.03090336749167
335 -3927.3224276465935 4069.450836803217 142.1284091566234
336 -3926.587361841721 4068.911330352866 142.3239685111452
337 -3926.1263413222273 4068.3847570862104 142.25841576398292
338 -3925.5612676564697 4067.8684970617483 142.30722940527832
339 -3925.0041525724323 4067.3601593376775 142.35600676524524
340 -3924.3224242762926 4066.857873538985 142.53544926269166
341 -3923.6443198559978 4066.359132624638 142.71481276864034
342 -3922.9515149253566 4065.8617365338528 142.910221608496
343 -3922.1435932161103 4065.3636023948166 143.2200091787063
344 -3921.4459605206766 4064.8615759265763 143.4156154058994
345 -3920.758027555085 4064.353019184019 143.59499162893434
346 -3920.257413030236 4063.8359712049855 143.57855817474953
347 -3919.7460840796903 4063.308048457559 143.56196437786846
348 -3919.156916024645 4062.767757075395 143.61084105074988
349 -3918.472802945457 4062.2140254812443 143.74122253578747
350 -3917.5950496074797 4061.646038051628 144.05098844414826
351 -3916.7673022189656 4061.0630180496914 144.29571583072587
352 -3916.0868952760766 4060.4641395780473 144.3772443019706
353 -3915.3423233310123 4059.8499830113487 144.50765968033687
354 -3914.485557709159 4059.221818242212 144.73626053305304
355 -3913.812084825088 4058.5810060420686 144.76892121698089
356 -3913.04676025215 4057.9299592788975 144.8831990267476
357 -3912.3559045932325 4057.271863159749 144.91595856651665
358 -3911.6449090555734 4056.6098874569234 144.9649784013497
359 -3910.8685270002047 4055.9480634671927 145.07953646698806
360 -3910.162593320287 4055.2914467655496 145.12885344526242
361 -3909.353945156356 4054.6462251934418 145.2922800370856
362 -3908.5953194384956 4054.0186193233417 145.42329988484596
363 -3907.942007894695 4053.4147755765866 145.47276768189047
364 -3907.3685688180935 4052.8417711376155 145.47320231952216
365 -3906.7352596755227 4052.30676897261 145.57150929708723
366 -3906.131135283211 4051.8173197289902 145.6861844457799
367 -3905.596901060651 4051.3814278097425 145.78452674909173
368 -3905.139755769856 4051.0063138768514 145.86655810699565
369 -3904.83178313317 4050.6986947830437 145.8669116498737
370 -3904.581929393694 4050.465572974284 145.88364358059013
371 -3904.250056335728 4050.313393251393 146.06333691566482
372 -3904.037087440789 4050.2475847439596 146.2104973031703
373 -3903.8823794308414 4050.2724007718775 146.39002134103612
374 -3903.9847400864232 4050.3913231878464 146.40658310142317
375 -3903.988318551064 4050.6071271206915 146.61880856962745
376 -3904.1392154828163 4050.9212069403397 146.78199145752316
377 -3904.486746728359 4051.333853969509 146.8471072411504
378 -3905.030384754006 4051.844691510442 146.8143067564362
379 -3905.572698516314 4052.4520086822113 146.8793101658969
380 -3906.191847980405 4053.152607979918 146.96075999951304
381 -3906.917416430727 4053.9432212999122 147.02580486918563
382 -3907.6967678357078 4054.820003863092 147.1232360273843
383 -3908.6556056460445 4055.7783045293627 147.12269888331824
384 -3909.462795242907 4056.813564542803 147.35076929989643
385 -3910.4890611666997 4057.921037101359 147.43197593465948
386 -3911.566165562356 4059.09582514049 147.52965957813342
387 -3912.787630146847 4060.3332881944098 147.54565804756314
388 -3913.9861151554887 4061.6295123332548 147.64339717776613
389 -3915.3217621152994 4062.981340518303 147.65957840300285
390 -3916.5802137900146 4064.386547525184 147.80633373516935
391 -3918.0370364554233 4065.8434416975547 147.80640524213132
392 -3919.2830871655674 4067.350699539829 148.06761237426113
393 -3920.8240925932514 4068.9081063366984 148.08401374344743
394 -3922.2358536130673 4070.515718198914 148.27986458584678
395 -3923.747229994482 4072.17405928039 148.42682928590781
396 -3925.4407563330715 4073.8841675769163 148.4434112438446
397 -3927.056563838511 4075.6469802978922 148.59041645938103
398 -3928.9057165814456 4077.4635529055486 148.55783632410314
399 -3930.6790254271596 4079.33477183045 148.65574640329044
400 -3932.588285632859 4081.260390207884 148.6721045750256
401 -3934.5835408284393 4083.239497020559 148.65595619211993
402 -3936.6476051473596 4085.2708423567383 148.6232372093786
403 -3938.777717726039 4087.351832104766 148.57411437872707
404 -3940.9535228473546 4089.478394879328 148.52487203197308
405 -3942.957831389619 4091.645618433244 148.687787043625
406 -3945.0621911010817 4093.8475057284472 148.78531462736558
407 -3947.0633113356953 4096.0767069366675 149.01339560097236
408 -3949.1000800617203 4098.325073631976 149.22499357025535
409 -3951.358997855583 4100.583387628017 149.22438977243402
410 -3953.5850045843363 4102.841485156929 149.25648057259264
411 -3955.833021145466 4105.088897361393 149.2558762159278
412 -3958.0267759122203 4107.3147446390385 149.28796872681852
413 -3959.9592122354748 4109.507645004656 149.54843276918135
414 -3961.863984683569 4111.656284670586 149.79229998701663
415 -3963.8118057381903 4113.750163637479 149.93835789928903
416 -3965.759296227208 4115.7787089137655 150.01941268655816
417 -3967.6796926317684 4117.731204271975 150.05151164020685
418 -3969.44910427641 4119.5980408685145 150.14893659210506
419 -3971.059085923731 4121.370684493928 150.3115985701975
420 -3972.7137592352874 4123.041269231089 150.3275099958018
421 -3974.1454220899655 4124.603115417278 150.4576933273126
422 -3975.4790499672877 4126.050829182791 150.57177921550306
423 -3976.808025669815 4127.379724064291 150.57169839447602
424 -3977.9496485647187 4128.586496889384 150.6368483246655
425 -3979.0322258736546 4129.66902939475 150.63680352109577
426 -3979.9728585334524 4130.625980473512 150.65312194005935
427 -3980.8373560159757 4131.4580786454735 150.6207226294976
428 -3981.530168296656 4132.167690232599 150.63752193594289
429 -3982.11985342544 4132.757654443349 150.63780101790857
430 -3982.6587835419978 4133.231750211461 150.57296666946348
431 -3983.0540727888347 4133.59506409577 150.5409913069348
432 -3983.2148313255675 4133.854341185863 150.63950986029496
433 -3983.4425972740687 4134.017433425916 150.5748361518472
434 -3983.419028783983 4134.092546597724 150.67351781374168
435 -3983.3005352973787 4134.088993284689 150.78845798731064
436 -3983.2766768252422 4134.01695568348 150.7402788582381
437 -3983.1464806744934 4133.887383029643 150.7409023551501
438 -3982.921142906227 4133.71180741895 150.79066451272314
439 -3982.6946246388766 4133.502410976374 150.80778633749802
440 -3982.5608753119654 4133.271675172346 150.71079986038154
441 -3982.3528749111465 4133.031998316949 150.67912340580216
442 -3982.0511390953375 4132.796473515816 150.7453344204784
443 -3981.7342684992273 4132.578314614992 150.84404611576474
444 -3981.545592788852 4132.390486167354 150.8448933785019
445 -3981.2530605668153 4132.245701229203 150.99264066238848
446 -3980.983629915017 4132.156458019429 151.17282810441262
447 -3980.89591974562 4132.134770557464 151.2388508118442
448 -3980.8870987361015 4132.19182218089 151.30472344478915
449 -3980.8534116024825 4132.338088543336 151.48467694085363
450 -3981.0655779594154 4132.583391758445 151.51781379903002
451 -3981.3693459362266 4132.936620137257 151.56727420103053
452 -3981.6583435092116 4133.4055499712895 151.74720646207794
453 -3982.069382303388 4133.9966454845 151.9272631811114
454 -3982.739002531696 4134.715515674135 151.97651314243774
455 -3983.5243415766863 4135.566257177143 152.0419156004568
456 -3984.444468844554 4136.5515489329 152.10708008834575
457 -3985.51685892176 4137.6728193890585 152.15596046729874
458 -3986.676210081763 4138.929745146262 152.25353506449795
459 -3987.9204534806026 4140.320629031085 152.40017555048254
460 -3989.3124223722325 4141.842714780922 152.53029240868932
461 -3990.863862722233 4143.4916256238275 152.627762901594
462 -3992.5692627196718 4145.261789663391 152.69252694371949
463 -3994.2425962132043 4147.146757366297 152.90416115309225
464 -3996.2842537629917 4149.13874416122 152.85449039822788
465 -3998.3426760097127 4151.229028289447 152.88635227973484
466 -4000.4571585937656 4153.408014589052 152.95085599528687
467 -4002.7319755522603 4155.665884225251 152.933908672991
468 -4005.206410037531 4157.992709679589 152.78629964205786
469 -4007.5273757612445 4160.378233259459 152.85085749821462
470 -4009.9289280269827 4162.811690976002 152.8827629490197
471 -4012.2374505661633 4165.282572934082 153.04512236791857
472 -4014.8344790928336 4167.780883673366 152.94640458053206
473 -4017.1714776249123 4170.29672484563 153.12524722071782
474 -4019.8261090815063 4172.820232162602 152.9941230810957
475 -4022.414053549394 4175.3423749968215 152.92832144742772
476 -4024.6823788696806 4177.8548560424415 153.17247717276126
477 -4027.2264748393086 4180.3494337478305 153.12295890852192
478 -4029.533118604239 4182.818714098724 153.28559549448488
479 -4031.970798720852 4185.255952632504 153.28515391165158
480 -4034.386311183916 4187.654771699558 153.2684605156422
481 -4036.8228644147684 4190.009329614338 153.18646519956886
482 -4039.1119316381278 4192.31421698112 153.20228534299196
483 -4041.182781914955 4194.564114580159 153.38133266520444
484 -4043.2907662614907 4196.753251172673 153.46248491118294
485 -4045.348568348574 4198.876002267671 153.52743391909598
486 -4047.2045110124723 4200.927320219747 153.72280920727522
487 -4049.1633075927657 4202.9020770548495 153.73876946208347
488 -4051.1056574727177 4204.795253312853 153.68959584013524
489 -4052.716368142273 4206.601538555773 153.88517041350048
490 -4054.5610545419377 4208.315428904121 153.7543743621835
491 -4056.145362023801 4209.93199303113 153.7866310073292
492 -4057.708928713262 4211.446199049434 153.73727033617166
493 -4058.9526351105965 4212.852881306568 153.9002461959712
494 -4060.329183881116 4214.147694730365 153.8185108492493
495 -4061.606180216696 4215.3266119859245 153.7204317692282
496 -4062.8288120406687 4216.3862212713875 153.55740923071895
497 -4063.7496836858286 4217.323265319059 153.57358163323087
